,Area_[pA*ms],group,cell_ID,extras_path
285020,-69.9405975341796,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285021,-55.0819053649902,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285022,-63.7215270996093,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285023,-47.5374107360839,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285024,-97.0337600708007,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285025,-66.7086715698242,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285026,-65.3994827270507,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285027,-44.3656044006347,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285028,-79.9534912109375,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285029,-54.2410507202148,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285030,-72.7235260009765,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285031,-37.0157585144042,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285032,-59.8867034912109,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285033,-45.2721481323242,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285035,-85.3059844970703,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285036,-51.4554748535156,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285037,-274.338897705078,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285038,-114.597045898437,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285039,-28.9489097595214,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285040,-51.2115135192871,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285041,-67.0214080810546,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285042,-178.765579223632,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285043,-125.854377746582,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285044,-113.156372070312,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285045,-40.5695648193359,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285046,-127.634574890136,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285047,-37.8678817749023,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285048,-54.5416946411132,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285049,-123.07787322998,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
285050,-68.6677551269531,stimulated,C4_Cell20,stimulated\C4_Cell20.xlsx
290000,-71.9145050048828,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290001,-43.8793144226074,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290002,-43.5542030334472,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290003,-93.5391769409179,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290004,-62.7954902648925,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290005,-48.2226295471191,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290006,-56.2975234985351,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290007,-55.1298103332519,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290008,-182.133743286132,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290009,-126.27961730957,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290010,-122.997894287109,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290011,-77.3364562988281,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290012,-63.845832824707,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290013,-91.7119750976562,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290014,-128.275192260742,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290015,-81.8385696411132,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290016,-92.8800964355468,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290017,-51.6810264587402,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290018,-339.733367919921,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290019,-44.0276069641113,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290020,-50.7268447875976,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290021,-75.3864593505859,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290022,-46.8719139099121,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290023,-98.6196136474609,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290024,-40.8920707702636,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290025,-43.3575057983398,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290026,-115.900314331054,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290027,-48.4246940612792,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290028,-217.224731445312,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290029,-40.0447959899902,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290030,-46.4438858032226,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290031,-57.7502288818359,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290032,-270.324157714843,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290033,-82.7233657836914,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290034,-46.505443572998,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290035,-140.040420532226,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290036,-47.5870475769042,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290037,-55.9837226867675,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290038,-41.4656906127929,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290039,-197.111938476562,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290040,-59.329963684082,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290041,-61.4483413696289,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290042,-130.635940551757,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290043,-49.980842590332,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290044,-40.6150283813476,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290045,-51.0036277770996,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290046,-60.1908912658691,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290047,-90.669937133789,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290048,-75.8264541625976,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290049,-69.9011459350585,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290050,-98.9776458740234,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290051,-41.2818603515625,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290052,-86.3966064453125,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290053,-93.0194244384765,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
290054,-43.3832817077636,stimulated,C4_Cell21,stimulated\C4_Cell21.xlsx
295000,-116.644699096679,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295001,-40.3734436035156,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295002,-52.6124687194824,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295003,-190.364044189453,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295004,-127.769165039062,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295005,-716.696105957031,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295006,-69.5701370239257,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295007,-443.123718261718,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295008,-156.889709472656,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295009,-95.1714630126953,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295010,-62.8855323791503,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295011,-38.9311828613281,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295013,-69.0177993774414,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295014,-157.981231689453,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295015,-66.143440246582,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295016,-73.6981887817382,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295017,-207.693893432617,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295018,-145.87954711914,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295019,-736.93115234375,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295020,-61.3754005432128,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295021,-119.719520568847,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295022,-143.090133666992,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295023,-44.8537445068359,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295024,-126.72329711914,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295025,-171.452285766601,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295026,-67.9330215454101,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295027,-85.3685455322265,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295028,-640.445190429687,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295029,-88.9753341674804,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295030,-371.872894287109,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295031,-34.9311828613281,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295032,-72.2218551635742,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295033,-241.561950683593,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295034,-75.06591796875,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295035,-109.38459777832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295036,-80.2068862915039,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295037,-218.918487548828,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295038,-67.6878662109375,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295039,-77.1126480102539,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295040,-66.8130340576171,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295041,-435.866546630859,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295042,-393.978240966796,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295043,-195.152572631835,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295044,-54.7288398742675,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295045,-55.4344940185546,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295046,-97.6843109130859,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295047,-285.9931640625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295048,-520.116516113281,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295049,-270.56298828125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295050,-195.009155273437,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295051,-54.8786506652832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295052,-41.3779678344726,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295053,-246.923675537109,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295054,-302.643157958984,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295055,-56.190330505371,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295056,-51.4340782165527,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295057,-194.832931518554,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295058,-45.017349243164,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295059,-68.6562423706054,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295060,-56.7433128356933,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295061,-43.5407447814941,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295062,-322.778839111328,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295063,-53.6279373168945,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295064,-79.1790161132812,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295065,-51.5956573486328,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295066,-114.720947265625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295067,-102.644317626953,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295068,-54.5916061401367,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295069,-39.6466598510742,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295071,-53.9138069152832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295072,-78.858642578125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295073,-61.0352325439453,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295074,-225.13069152832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295075,-231.891555786132,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295076,-55.3936653137207,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295077,-52.0601158142089,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295078,-120.280868530273,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295079,-60.5614280700683,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295080,-92.6564483642578,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295081,-54.298469543457,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295082,-61.1856307983398,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295083,-109.426765441894,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295084,-48.7027397155761,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295086,-313.991333007812,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295087,-57.4885101318359,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295088,-44.1542167663574,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295089,-507.379821777343,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295090,-168.607131958007,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295091,-155.976150512695,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295092,-58.9087829589843,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295093,-92.5168228149414,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295094,-126.820152282714,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295095,-141.582717895507,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295096,-83.719985961914,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295097,-38.1570243835449,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295098,-72.3556823730468,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295099,-81.9577255249023,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295100,-66.198013305664,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295101,-161.587295532226,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295102,-70.2146987915039,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295103,-103.015960693359,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295104,-147.800582885742,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295105,-803.706237792968,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295106,-166.043624877929,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295107,-39.8403091430664,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295108,-78.2606582641601,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295109,-41.85054397583,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295110,-128.710586547851,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295111,-128.96321105957,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295112,-66.5527801513671,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295113,-77.8838806152343,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295114,-415.557098388671,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295115,-156.628662109375,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295116,-94.3461303710937,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295117,-71.5073623657226,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295118,-129.065246582031,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295119,-77.8204498291015,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295120,-336.204345703125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295121,-155.719589233398,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295122,-64.9672393798828,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295123,-851.350830078125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295124,-112.187385559082,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295125,-394.150207519531,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295126,-110.531867980957,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295127,-105.077438354492,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295128,-44.4319419860839,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295129,-81.076171875,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295130,-145.036239624023,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295131,-313.716522216796,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295132,-275.202514648437,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295133,-63.7485733032226,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295134,-65.8132171630859,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295135,-66.8678741455078,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295136,-139.589569091796,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295137,-61.9435157775878,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295138,-46.9544258117675,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295139,-401.82778930664,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295140,-337.172271728515,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295141,-51.5029640197753,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295142,-78.3558349609375,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295143,-286.826873779296,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295144,-108.783714294433,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295145,-92.6520690917968,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295146,-245.396881103515,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295147,-33.5033950805664,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295148,-79.0140533447265,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295149,-52.7215614318847,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295150,-300.8525390625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295151,-179.438613891601,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295152,-132.813018798828,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295153,-229.634414672851,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295154,-53.2105751037597,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295155,-56.7922630310058,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295156,-70.4688034057617,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295157,-64.5356903076171,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295158,-69.0111465454101,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295159,-54.750675201416,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295160,-79.93017578125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295161,-44.8706665039062,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295162,-76.4058685302734,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295163,-126.558380126953,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295164,-41.8208045959472,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295166,-295.810607910156,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295167,-39.1633529663085,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295168,-597.63623046875,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295169,-41.5809631347656,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295171,-151.303787231445,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295172,-77.724006652832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295173,-546.595703125,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295174,-64.9406280517578,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295175,-96.702781677246,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295176,-60.9138946533203,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295177,-165.027526855468,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295178,-142.158340454101,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295179,-53.3165016174316,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295180,-56.4748802185058,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295184,-120.22737121582,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295185,-108.569709777832,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295186,-94.4158096313476,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295187,-187.3603515625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295188,-129.377517700195,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295189,-61.7598037719726,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295190,-49.4005813598632,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295191,-46.0550498962402,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295192,-96.3623733520507,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295193,-204.011337280273,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295194,-139.991378784179,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295195,-145.907104492187,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295196,-97.3114547729492,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295197,-128.357879638671,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295198,-81.4247970581054,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295199,-52.6720314025878,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295200,-72.0491180419921,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295201,-61.8845977783203,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295202,-273.55029296875,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295203,-64.2636108398437,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295204,-63.081672668457,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295205,-91.9854278564453,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295206,-83.9297332763671,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295207,-60.2812385559082,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295208,-51.761360168457,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295209,-65.9771347045898,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295210,-67.1956253051757,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295211,-49.5786628723144,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295212,-93.3097305297851,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295213,-85.2177047729492,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295214,-56.8205757141113,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295215,-337.117248535156,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295216,-126.495582580566,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295217,-347.506042480468,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295218,-103.367736816406,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295219,-718.434997558593,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295220,-51.4442977905273,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295221,-75.2077178955078,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295222,-271.990142822265,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295223,-75.6864013671875,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295224,-43.3084373474121,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295225,-80.3545303344726,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295226,-250.781524658203,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295227,-91.1296157836914,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295228,-121.255409240722,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295229,-65.2086868286132,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295230,-61.6494178771972,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295231,-75.7175903320312,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295232,-75.471321105957,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295233,-46.9697227478027,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295234,-133.529998779296,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295235,-64.1652297973632,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295236,-51.7905578613281,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295237,-131.100479125976,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295238,-26.8852596282958,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295239,-48.0606956481933,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295240,-77.5649795532226,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295241,-44.6541290283203,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295242,-65.5140838623046,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295243,-81.3091888427734,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295244,-85.3045120239257,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295245,-42.8081588745117,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295246,-148.921203613281,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295247,-134.020584106445,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295248,-168.061477661132,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295249,-110.249534606933,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295250,-32.3496589660644,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
