,Area_[pA*ms],group,cell_ID,extras_path
210010,-32.3193778991699,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210011,-74.9206161499023,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210012,-218.390701293945,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210013,-78.9145812988281,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210014,-117.52188873291,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210015,-94.1802825927734,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210016,-41.8835105895996,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210017,-78.4459991455078,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210018,-84.1714096069335,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210019,-58.8241882324218,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210020,-63.2042617797851,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210021,-77.4055404663085,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210022,-58.2321166992187,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210023,-75.1607437133789,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210024,-93.9578704833984,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210025,-59.9103355407714,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210026,-69.5800399780273,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210027,-40.0582542419433,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210028,-39.8081245422363,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210029,-59.2011489868164,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210030,-118.153213500976,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210031,-63.0604248046875,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210033,-145.744430541992,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210034,-73.2540435791015,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210035,-78.8982238769531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210036,-109.170661926269,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210037,-208.673889160156,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210038,-57.9863853454589,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210039,-112.002059936523,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210040,-40.2012786865234,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210041,-45.5917778015136,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210042,-114.765975952148,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210043,-70.4257659912109,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210044,-39.6179275512695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210045,-100.865516662597,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210046,-49.92183303833,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210047,-55.8996429443359,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210048,-58.8589706420898,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210049,-34.9346313476562,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210050,-64.9298706054687,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210051,-82.0774307250976,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210052,-88.5332260131835,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210053,-45.192024230957,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210055,-73.2404479980468,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210056,-74.9019165039062,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210057,-69.5449523925781,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210058,-88.5074768066406,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210059,-37.3129692077636,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210060,-43.9598083496093,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210061,-125.499435424804,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210062,-40.0879898071289,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210064,-43.8869018554687,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210065,-209.414886474609,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210066,-63.7206077575683,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210067,-40.5727424621582,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210068,-72.5270538330078,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210069,-61.198429107666,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210070,-104.908889770507,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210071,-131.532791137695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210072,-44.9041938781738,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210073,-142.53271484375,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210074,-131.735153198242,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210075,-249.091766357421,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210076,-184.840515136718,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210077,-88.6900787353515,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210078,-74.513198852539,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210079,-68.8130569458007,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210080,-104.289482116699,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210081,-37.5308761596679,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210082,-77.8844528198242,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210083,-157.58201599121,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210084,-50.1569747924804,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210085,-56.8264122009277,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210086,-64.1797332763671,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210087,-95.6020278930664,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210088,-244.729690551757,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210089,-205.238052368164,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210090,-57.4503135681152,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210091,-39.6318244934082,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210092,-58.4704818725585,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210093,-366.277038574218,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210094,-37.5735778808593,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210095,-35.6357078552246,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210096,-50.4303092956542,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210098,-54.9142417907714,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210099,-91.6198806762695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210100,-171.094787597656,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210101,-81.6741180419921,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210102,-87.6813430786132,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210103,-135.614303588867,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210104,-184.052795410156,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210105,-98.0585174560546,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210106,-161.707382202148,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210107,-115.873733520507,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210108,-87.7749099731445,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210109,-62.7241477966308,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210110,-75.4274673461914,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210111,-57.5160446166992,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210112,-65.4039154052734,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210113,-50.4362678527832,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210114,-45.3659286499023,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210115,-91.0019836425781,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210116,-215.636688232421,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210117,-411.506713867187,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210118,-81.9007186889648,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210119,-48.1226501464843,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210120,-49.200828552246,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210121,-191.017883300781,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210122,-76.7171249389648,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210123,-50.875129699707,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210124,-175.678924560546,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210125,-58.3601379394531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210126,-63.3362655639648,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210127,-98.6547164916992,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210128,-329.072265625,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210129,-41.8371047973632,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210130,-132.522903442382,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210131,-270.634979248046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210132,-47.0176391601562,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210133,-95.4663772583007,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210134,-54.7956619262695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210135,-52.1528511047363,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210136,-176.764022827148,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210137,-75.5404739379882,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210138,-70.4506149291992,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210139,-41.4945220947265,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210140,-139.449295043945,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210141,-44.8754539489746,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210142,-52.4158821105957,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210143,-50.2085342407226,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210144,-114.032066345214,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210145,-50.6185760498046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210146,-189.351531982421,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210147,-38.2726135253906,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210149,-86.6190643310546,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210150,-51.6564674377441,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210151,-50.9846649169921,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210152,-36.7262001037597,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210153,-56.0460624694824,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210154,-49.3995246887207,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210155,-98.0505447387695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210156,-100.363128662109,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210157,-57.9065132141113,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210158,-46.935920715332,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210159,-86.296401977539,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210160,-44.587100982666,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210161,-75.5949096679687,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210162,-125.262329101562,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210163,-119.716331481933,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210164,-38.6335487365722,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210165,-41.830768585205,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210167,-94.2001342773437,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210168,-54.6182899475097,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210169,-33.5728340148925,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210170,-70.1333618164062,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210171,-159.075256347656,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210172,-35.1749877929687,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210174,-190.313369750976,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210175,-70.9545364379882,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210176,-76.7180709838867,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210177,-44.652545928955,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210178,-95.1965103149414,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210179,-41.1542930603027,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210181,-58.4921150207519,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210182,-60.9354629516601,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210183,-113.788497924804,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210184,-70.8039398193359,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210185,-152.47102355957,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210186,-48.4309616088867,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210187,-56.159927368164,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210188,-58.103904724121,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210189,-75.5566635131835,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210190,-105.12400817871,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210191,-137.703475952148,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210192,-53.0463104248046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210193,-63.9790077209472,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210194,-211.597137451171,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210195,-131.137084960937,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210196,-99.9509963989257,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210197,-53.0465240478515,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210198,-118.828071594238,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210199,-71.5861434936523,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210200,-78.6237564086914,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210201,-378.115112304687,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210202,-43.5671730041503,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210203,-85.2990036010742,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210204,-101.736145019531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210205,-66.3358535766601,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210206,-94.6754760742187,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210207,-150.865463256835,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210208,-45.8002014160156,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210209,-183.744842529296,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210210,-35.609317779541,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210211,-70.0418090820312,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210212,-106.724822998046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210213,-42.613525390625,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210214,-50.9219207763671,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210215,-78.356101989746,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210216,-141.439697265625,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210217,-170.105224609375,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210218,-90.0260696411132,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210219,-143.16487121582,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210220,-101.26301574707,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210221,-159.265884399414,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210222,-243.108581542968,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210223,-61.9138755798339,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210224,-251.560089111328,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210225,-73.0199508666992,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210226,-93.6937408447265,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210227,-75.1645126342773,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210228,-58.0074501037597,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210229,-39.4509582519531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210230,-46.9721488952636,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210231,-105.447166442871,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210232,-46.02587890625,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210234,-75.8808441162109,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210235,-160.631103515625,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210236,-98.2176284790039,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210237,-135.236907958984,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210238,-50.2762756347656,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210239,-44.4249839782714,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210240,-59.0783386230468,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210241,-37.9854698181152,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210242,-48.9009170532226,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210244,-56.4397430419921,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210245,-149.681045532226,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210246,-44.9929656982421,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210247,-105.676887512207,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210248,-87.586067199707,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210249,-165.117004394531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210250,-53.2348937988281,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210251,-46.5130615234375,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210252,-65.3918914794921,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210253,-136.508560180664,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210254,-64.0058670043945,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210255,-60.7187614440917,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210256,-57.7576026916503,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210257,-79.5876998901367,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210258,-81.6788101196289,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210259,-43.7271690368652,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210260,-131.763885498046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210261,-106.677200317382,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210262,-88.8577117919921,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210263,-42.6579399108886,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210264,-143.956619262695,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210265,-47.4799842834472,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210266,-71.3059921264648,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210267,-146.754013061523,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210268,-42.5569229125976,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210270,-82.6065292358398,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210271,-212.847717285156,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210272,-53.1615295410156,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210273,-52.0886192321777,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210274,-40.8924179077148,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210276,-44.0851936340332,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210277,-46.767520904541,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210278,-42.9967536926269,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210279,-90.8400955200195,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210280,-123.073120117187,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210281,-138.005615234375,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210282,-38.3523139953613,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210284,-81.0756683349609,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210285,-81.0407104492187,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210286,-31.646535873413,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210288,-73.5069503784179,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210289,-44.1986694335937,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210290,-102.076255798339,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210291,-77.2659912109375,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210292,-88.1453094482421,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210293,-73.9032135009765,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210294,-55.1183738708496,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210295,-44.4461708068847,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210296,-79.0264892578125,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210297,-56.6507720947265,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210298,-38.5461921691894,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210300,-92.9265441894531,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210301,-53.6063156127929,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210302,-83.5156021118164,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210303,-198.393478393554,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210304,-110.009208679199,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210305,-57.5243988037109,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210306,-35.012767791748,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210307,-141.723190307617,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210308,-36.8452453613281,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210309,-41.2318267822265,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210310,-165.039825439453,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210311,-147.379302978515,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210312,-67.6938858032226,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210313,-50.7783279418945,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210314,-103.238494873046,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210315,-56.9253120422363,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210316,-51.2499237060546,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210317,-122.811553955078,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210318,-228.051193237304,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210319,-115.769866943359,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210320,-90.7361831665039,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210321,-64.3791046142578,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210322,-150.289733886718,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210323,-53.2519035339355,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210324,-94.177146911621,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210325,-46.1968040466308,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210326,-200.447860717773,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210327,-46.0450477600097,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210328,-83.0902023315429,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210329,-74.4820175170898,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210330,-59.0433082580566,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210331,-199.168899536132,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210332,-115.151397705078,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
